"Goal" "word" "n" "tf" "idf" "tf_idf"
"65" 4 "scholarships" 2 0.0056657223796034 2.83321334405622 0.0160522002496103
"66" 4 "teachers" 2 0.0056657223796034 2.83321334405622 0.0160522002496103
"67" 5 "girls" 6 0.019047619047619 1.44691898293633 0.0275603615797395
"68" 5 "sexual" 6 0.019047619047619 1.44691898293633 0.0275603615797395
"69" 5 "reproductive" 4 0.0126984126984127 2.14006616349627 0.0271754433459844
"70" 5 "empowerment" 3 0.00952380952380952 2.83321334405622 0.0269829842291068
"71" 5 "women’s" 3 0.00952380952380952 2.83321334405622 0.0269829842291068
"72" 5 "women" 14 0.0444444444444444 0.53062825106217 0.0235834778249853
"73" 5 "care" 4 0.0126984126984127 1.73460105538811 0.0220266800684204
"74" 5 "equality" 4 0.0126984126984127 1.73460105538811 0.0220266800684204
"75" 5 "violence" 4 0.0126984126984127 1.73460105538811 0.0220266800684204
"76" 5 "agricultural" 3 0.00952380952380952 2.14006616349627 0.0203815825094883
"77" 5 "ownership" 3 0.00952380952380952 2.14006616349627 0.0203815825094883
"78" 5 "aged" 6 0.019047619047619 1.04145387482816 0.0198372166633935
"79" 5 "genital" 2 0.00634920634920635 2.83321334405622 0.0179886561527379
"80" 5 "intimate" 2 0.00634920634920635 2.83321334405622 0.0179886561527379
"81" 5 "mutilation" 2 0.00634920634920635 2.83321334405622 0.0179886561527379
"82" 5 "partner" 2 0.00634920634920635 2.83321334405622 0.0179886561527379
"83" 5 "unpaid" 2 0.00634920634920635 2.83321334405622 0.0179886561527379
"84" 6 "water" 23 0.0982905982905983 1.04145387482816 0.102365124448922
"85" 6 "sanitation" 7 0.0299145299145299 2.14006616349627 0.0640190732669825
"86" 6 "safely" 3 0.0128205128205128 2.83321334405622 0.0363232480007207
"87" 6 "wastewater" 3 0.0128205128205128 2.83321334405622 0.0363232480007207
"88" 6 "freshwater" 3 0.0128205128205128 2.14006616349627 0.0274367456858496
"89" 6 "drinking" 2 0.00854700854700855 2.83321334405622 0.0242154986671471
"90" 6 "operational" 2 0.00854700854700855 2.83321334405622 0.0242154986671471
"91" 6 "scarcity" 2 0.00854700854700855 2.83321334405622 0.0242154986671471
"92" 6 "transboundary" 2 0.00854700854700855 2.83321334405622 0.0242154986671471
"93" 6 "recycling" 2 0.00854700854700855 2.14006616349627 0.0182911637905664
"94" 6 "reuse" 2 0.00854700854700855 2.14006616349627 0.0182911637905664
